kernel,version,mode,dtype,size_of_dtype,n,block_size,grid_size,interm_stage_elems,repeat,avg_ms,min_ms,max_ms,std_ms,bytes,bw_GB_s,gflops,result,ref,abs_error,rel_error,correct
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,4194304,512,432,432,100,0.012962,0.012704,0.017600,0.000,16778944,1294.512,323.595,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,4194304,512,432,432,10,0.007494,0.006993,0.008181,0.000,1728,0.231,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,4194304,512,432,432,50,0.000747,0.000745,0.000765,0.000,1732,2.319,0.577,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,4194304,512,432,432,100,0.016604,0.016288,0.020064,0.000,16778944,1010.565,252.615,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,4194304,512,432,1,10,0.007526,0.006867,0.010315,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,4194304,512,432,432,100,0.018917,0.018528,0.022304,0.000,16778944,886.986,221.724,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,4194304,512,432,1,10,0.007438,0.006908,0.007747,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,4194304,1024,4096,1,3,10.115456,10.113760,10.118304,0.002,16777220,1.659,0.415,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,4194304,1024,4096,1,10,0.007642,0.007394,0.008429,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,4194304,1024,4096,4096,100,0.053050,0.052800,0.055136,0.000,16793600,316.560,79.063,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,4194304,1024,4096,4096,10,0.008281,0.008124,0.008625,0.000,16384,1.978,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,4194304,1024,4096,4096,50,0.006978,0.006865,0.012375,0.001,16388,2.349,0.587,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,4194304,1024,432,432,100,0.015705,0.015392,0.019552,0.000,16778944,1068.363,267.063,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,4194304,1024,432,432,10,0.007597,0.006978,0.007926,0.000,1728,0.227,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,4194304,1024,432,432,50,0.000747,0.000745,0.000765,0.000,1732,2.320,0.577,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,4194304,1024,432,432,100,0.019101,0.018816,0.022560,0.000,16778944,878.413,219.580,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,4194304,1024,432,1,10,0.007547,0.007457,0.007719,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,4194304,1024,432,432,100,0.022272,0.021760,0.035104,0.001,16778944,753.354,188.319,4194304.000,4194304.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,4194304,1024,432,1,10,0.007302,0.006838,0.007618,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cpu_serial,cpu,fp32,4,8388608,0,0,0,10,14.057570,14.033471,14.218309,0.054,33554432,2.387,0.597,8388608.000,8388608.000,0.000,0.000,true
reduction,cpu_omp,cpu,fp32,4,8388608,0,0,0,10,0.800447,0.782400,0.913443,0.039,33554432,41.920,10.480,8388608.000,8388608.000,0.000,0.000,true
reduction,all_gpu_version,h2d,fp32,4,8388608,0,0,0,10,1.339489,1.327390,1.445223,0.035,33554432,25.050,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,8388608,64,131072,1,3,20.224747,20.220287,20.233601,0.006,33554436,1.659,0.415,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,8388608,64,131072,1,10,0.007870,0.007612,0.008924,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,8388608,64,131072,131072,100,0.111665,0.111296,0.120160,0.001,34078720,305.186,75.123,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,8388608,64,131072,131072,10,0.027773,0.026821,0.032506,0.002,524288,18.878,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,8388608,64,131072,131072,50,0.219253,0.219022,0.223220,0.001,524292,2.391,0.598,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,8388608,64,432,432,100,0.153856,0.151968,0.170144,0.002,33556160,218.101,54.522,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,8388608,64,432,432,10,0.007537,0.007161,0.007886,0.000,1728,0.229,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,8388608,64,432,432,50,0.000747,0.000745,0.000772,0.000,1732,2.319,0.577,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,8388608,64,432,432,100,0.157338,0.155872,0.171680,0.002,33556160,213.275,53.316,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,8388608,64,432,1,10,0.007402,0.006863,0.008762,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,8388608,64,432,432,100,0.160291,0.158688,0.169376,0.001,33556160,209.345,52.334,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,8388608,64,432,1,10,0.007147,0.006851,0.007626,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,8388608,128,65536,1,3,20.222965,20.220224,20.227455,0.003,33554436,1.659,0.415,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,8388608,128,65536,1,10,0.007405,0.006997,0.008795,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,8388608,128,65536,65536,100,0.072806,0.072416,0.076384,0.000,33816576,464.475,115.218,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,8388608,128,65536,65536,10,0.017487,0.016903,0.020188,0.001,262144,14.991,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,8388608,128,65536,65536,50,0.109762,0.109526,0.115702,0.001,262148,2.388,0.597,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,8388608,128,432,432,100,0.084433,0.083264,0.095584,0.001,33556160,397.431,99.353,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,8388608,128,432,432,10,0.007523,0.006977,0.007995,0.000,1728,0.230,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,8388608,128,432,432,50,0.000747,0.000746,0.000773,0.000,1732,2.318,0.577,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,8388608,128,432,432,100,0.087730,0.086816,0.095328,0.001,33556160,382.494,95.619,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,8388608,128,432,1,10,0.007438,0.006896,0.007942,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,8388608,128,432,432,100,0.090594,0.089632,0.097440,0.001,33556160,370.403,92.596,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,8388608,128,432,1,10,0.007340,0.007055,0.007900,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,8388608,256,32768,1,3,20.222495,20.220415,20.226368,0.003,33554436,1.659,0.415,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,8388608,256,32768,1,10,0.007734,0.007386,0.008978,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,8388608,256,32768,32768,100,0.074228,0.073952,0.077184,0.000,33685504,453.812,113.012,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,8388608,256,32768,32768,10,0.012393,0.011891,0.013651,0.000,131072,10.576,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,8388608,256,32768,32768,50,0.054782,0.054770,0.054803,0.000,131076,2.393,0.598,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,8388608,256,432,432,100,0.049430,0.048288,0.059552,0.001,33556160,678.866,169.708,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,8388608,256,432,432,10,0.007348,0.006968,0.007876,0.000,1728,0.235,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,8388608,256,432,432,50,0.000747,0.000745,0.000771,0.000,1732,2.319,0.577,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,8388608,256,432,432,100,0.053421,0.052512,0.060064,0.001,33556160,628.140,157.027,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,8388608,256,432,1,10,0.007238,0.006844,0.007607,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,8388608,256,432,432,100,0.056059,0.054816,0.062432,0.001,33556160,598.588,149.639,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,8388608,256,432,1,10,0.007381,0.006901,0.007704,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,8388608,512,16384,1,3,20.222399,20.220415,20.226208,0.003,33554436,1.659,0.415,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,8388608,512,16384,1,10,0.007695,0.007418,0.008701,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,8388608,512,16384,16384,100,0.085610,0.085184,0.096096,0.001,33619968,392.711,97.986,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,8388608,512,16384,16384,10,0.009923,0.009504,0.010637,0.000,65536,6.604,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,8388608,512,16384,16384,50,0.027403,0.027399,0.027436,0.000,65540,2.392,0.598,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,8388608,512,432,432,100,0.032992,0.031808,0.043392,0.001,33556160,1017.100,254.262,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,8388608,512,432,432,10,0.007383,0.006993,0.007809,0.000,1728,0.234,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,8388608,512,432,432,50,0.000747,0.000746,0.000770,0.000,1732,2.318,0.577,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,8388608,512,432,432,100,0.036723,0.035616,0.043680,0.001,33556160,913.759,228.428,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,8388608,512,432,1,10,0.007542,0.007397,0.007907,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,8388608,512,432,432,100,0.039188,0.038144,0.045728,0.001,33556160,856.290,214.061,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,8388608,512,432,1,10,0.007402,0.006862,0.008319,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,8388608,1024,8192,1,3,20.222539,20.220127,20.226656,0.003,33554436,1.659,0.415,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,8388608,1024,8192,1,10,0.007670,0.007161,0.008515,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,8388608,1024,8192,8192,100,0.106682,0.106336,0.108960,0.000,33587200,314.836,78.632,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,8388608,1024,8192,8192,10,0.008618,0.008065,0.009115,0.000,32768,3.802,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,8388608,1024,8192,8192,50,0.013712,0.013709,0.013738,0.000,32772,2.390,0.597,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,8388608,1024,432,432,100,0.034332,0.033632,0.046432,0.001,33556160,977.406,244.339,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,8388608,1024,432,432,10,0.007474,0.007142,0.008195,0.000,1728,0.231,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,8388608,1024,432,432,50,0.000747,0.000745,0.000772,0.000,1732,2.319,0.577,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,8388608,1024,432,432,100,0.038150,0.037152,0.047488,0.001,33556160,879.590,219.886,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,8388608,1024,432,1,10,0.007374,0.006879,0.007824,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,8388608,1024,432,432,100,0.041166,0.039968,0.049536,0.001,33556160,815.147,203.776,8388608.000,8388608.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,8388608,1024,432,1,10,0.007348,0.006925,0.007760,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cpu_serial,cpu,fp32,4,16777216,0,0,0,10,28.190366,28.146570,28.287476,0.043,67108864,2.381,0.595,16777216.000,16777216.000,0.000,0.000,true
reduction,cpu_omp,cpu,fp32,4,16777216,0,0,0,10,1.596184,1.567749,1.766306,0.058,67108864,42.043,10.511,16777216.000,16777216.000,0.000,0.000,true
reduction,all_gpu_version,h2d,fp32,4,16777216,0,0,0,10,2.649569,2.647354,2.664697,0.005,67108864,25.328,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,16777216,64,262144,1,3,40.442581,40.436226,40.454720,0.009,67108868,1.659,0.415,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,16777216,64,262144,1,10,0.007729,0.007438,0.009245,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,16777216,64,262144,262144,100,0.216959,0.216704,0.221248,0.001,68157440,314.149,77.329,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,16777216,64,262144,262144,10,0.048130,0.046978,0.055405,0.002,1048576,21.786,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,16777216,64,262144,262144,50,0.438544,0.437981,0.444866,0.001,1048580,2.391,0.598,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,16777216,64,432,432,100,0.314681,0.312864,0.323744,0.001,67110592,213.265,53.315,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,16777216,64,432,432,10,0.007427,0.006970,0.007715,0.000,1728,0.233,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,16777216,64,432,432,50,0.000747,0.000745,0.000776,0.000,1732,2.319,0.577,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,16777216,64,432,432,100,0.318691,0.316992,0.326752,0.001,67110592,210.582,52.644,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,16777216,64,432,1,10,0.007336,0.006898,0.007771,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,16777216,64,432,432,100,0.321629,0.319584,0.328480,0.001,67110592,208.659,52.163,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,16777216,64,432,1,10,0.007214,0.006868,0.007836,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,16777216,128,131072,1,3,40.446922,40.444927,40.450401,0.002,67108868,1.659,0.415,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,16777216,128,131072,1,10,0.007886,0.007544,0.009945,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,16777216,128,131072,131072,100,0.139023,0.138688,0.143904,0.001,67633152,486.490,120.680,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,16777216,128,131072,131072,10,0.027703,0.026865,0.032482,0.002,524288,18.925,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,16777216,128,131072,131072,50,0.219305,0.219015,0.223672,0.001,524292,2.391,0.598,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,16777216,128,432,432,100,0.169781,0.168256,0.179712,0.001,67110592,395.278,98.817,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,16777216,128,432,432,10,0.007430,0.006985,0.007980,0.000,1728,0.233,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,16777216,128,432,432,50,0.000747,0.000745,0.000777,0.000,1732,2.317,0.577,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,16777216,128,432,432,100,0.173894,0.172256,0.181760,0.001,67110592,385.927,96.479,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,16777216,128,432,1,10,0.007267,0.006882,0.007911,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,16777216,128,432,432,100,0.176746,0.175168,0.182528,0.001,67110592,379.701,94.923,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,16777216,128,432,1,10,0.007348,0.007081,0.007986,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,16777216,256,65536,1,3,40.436853,40.434784,40.440319,0.002,67108868,1.660,0.415,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,16777216,256,65536,1,10,0.007785,0.007502,0.008956,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,16777216,256,65536,65536,100,0.141961,0.141664,0.145184,0.000,67371008,474.575,118.182,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,16777216,256,65536,65536,10,0.017836,0.017193,0.020662,0.001,262144,14.697,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,16777216,256,65536,65536,50,0.109722,0.109516,0.113835,0.001,262148,2.389,0.597,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,16777216,256,432,432,100,0.097640,0.096352,0.107968,0.001,67110592,687.329,171.828,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,16777216,256,432,432,10,0.007486,0.006974,0.007839,0.000,1728,0.231,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,16777216,256,432,432,50,0.000747,0.000745,0.000775,0.000,1732,2.319,0.577,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,16777216,256,432,432,100,0.101712,0.100192,0.109952,0.001,67110592,659.808,164.948,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,16777216,256,432,1,10,0.007933,0.006648,0.008604,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,16777216,256,432,432,100,0.104864,0.103296,0.118144,0.001,67110592,639.979,159.991,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,16777216,256,432,1,10,0.007156,0.006557,0.007844,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,16777216,512,32768,1,3,40.439903,40.435711,40.447456,0.005,67108868,1.659,0.415,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,16777216,512,32768,1,10,0.007820,0.007410,0.009433,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,16777216,512,32768,32768,100,0.164652,0.164416,0.168448,0.000,67239936,408.376,101.895,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,16777216,512,32768,32768,10,0.012562,0.012078,0.013814,0.001,131072,10.434,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,16777216,512,32768,32768,50,0.054855,0.054770,0.058946,0.001,131076,2.389,0.597,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,16777216,512,432,432,100,0.067061,0.065376,0.076448,0.001,67110592,1000.742,250.179,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,16777216,512,432,432,10,0.007487,0.006945,0.007846,0.000,1728,0.231,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,16777216,512,432,432,50,0.000747,0.000746,0.000776,0.000,1732,2.318,0.577,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,16777216,512,432,432,100,0.070857,0.069408,0.078080,0.001,67110592,947.123,236.775,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,16777216,512,432,1,10,0.007444,0.007269,0.007688,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,16777216,512,432,432,100,0.074272,0.072640,0.081792,0.001,67110592,903.583,225.890,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,16777216,512,432,1,10,0.007328,0.006858,0.007748,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,16777216,1024,16384,1,3,40.437729,40.436161,40.440289,0.002,67108868,1.660,0.415,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_atomic_add,d2h,fp32,4,16777216,1024,16384,1,10,0.007826,0.007476,0.009198,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,16777216,1024,16384,16384,100,0.207107,0.206720,0.211456,0.000,67174400,324.347,81.008,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,16777216,1024,16384,16384,10,0.009931,0.009668,0.010625,0.000,65536,6.599,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,16777216,1024,16384,16384,50,0.027401,0.027399,0.027430,0.000,65540,2.392,0.598,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,16777216,1024,432,432,100,0.067802,0.066976,0.075296,0.001,67110592,989.808,247.446,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,16777216,1024,432,432,10,0.007525,0.007191,0.007788,0.000,1728,0.230,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,16777216,1024,432,432,50,0.000747,0.000746,0.000780,0.000,1732,2.318,0.577,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,16777216,1024,432,432,100,0.072272,0.071232,0.078976,0.001,67110592,928.579,232.139,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,16777216,1024,432,1,10,0.007428,0.007256,0.007755,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,16777216,1024,432,432,100,0.074774,0.073760,0.082368,0.001,67110592,897.511,224.372,16777216.000,16777216.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,16777216,1024,432,1,10,0.007356,0.006937,0.007676,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cpu_serial,cpu,fp32,4,33554432,0,0,0,10,56.455949,56.421321,56.510207,0.026,134217728,2.377,0.594,16777216.000,33554432.000,0.000,0.000,true
reduction,cpu_omp,cpu,fp32,4,33554432,0,0,0,10,3.169717,3.136641,3.296450,0.046,134217728,42.344,10.586,33554432.000,33554432.000,0.000,0.000,true
reduction,all_gpu_version,h2d,fp32,4,33554432,0,0,0,10,5.288681,5.287551,5.294454,0.002,134217728,25.378,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,33554432,64,524288,1,3,80.891668,80.889473,80.894493,0.002,134217732,1.659,0.415,16777216.000,33554432.000,16777216.000,0.500,false
reduction,cuda_atomic_add,d2h,fp32,4,33554432,64,524288,1,10,0.007883,0.007450,0.009194,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,33554432,64,524288,524288,100,0.427523,0.427200,0.435424,0.001,136314880,318.848,78.486,33554432.000,33554432.000,0.000,0.000,true
