kernel,version,mode,dtype,size_of_dtype,n,block_size,grid_size,interm_stage_elems,repeat,avg_ms,min_ms,max_ms,std_ms,bytes,bw_GB_s,gflops,result,ref,abs_error,rel_error,correct
reduction,cuda_block_shared_mem,d2h,fp32,4,134217728,256,524288,524288,10,0.087847,0.086437,0.097320,0.003,2097152,23.873,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,134217728,256,524288,524288,50,0.877203,0.876027,0.887300,0.002,2097156,2.391,0.598,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,134217728,256,432,432,100,0.741953,0.737152,0.756288,0.003,536872640,723.594,180.898,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,134217728,256,432,432,10,0.007484,0.006950,0.007846,0.000,1728,0.231,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,134217728,256,432,432,50,0.000747,0.000745,0.000765,0.000,1732,2.319,0.577,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,134217728,256,432,432,100,0.745297,0.740704,0.752416,0.002,536872640,720.347,180.086,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,134217728,256,432,1,10,0.007351,0.007013,0.008011,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,134217728,256,432,432,100,0.748769,0.744480,0.755488,0.002,536872640,717.007,179.251,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,134217728,256,432,1,10,0.007366,0.007010,0.007649,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,134217728,512,262144,1,3,323.604014,323.598328,323.607086,0.004,536870916,1.659,0.415,16777216.000,134217728.000,117440512.000,0.875,false
reduction,cuda_atomic_add,d2h,fp32,4,134217728,512,262144,1,10,0.007826,0.007435,0.009714,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,134217728,512,262144,262144,100,1.267671,1.267040,1.274080,0.001,537919488,424.337,105.877,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,134217728,512,262144,262144,10,0.047665,0.046679,0.054142,0.002,1048576,21.999,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,134217728,512,262144,262144,50,0.439217,0.438028,0.468333,0.005,1048580,2.387,0.597,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,134217728,512,432,432,100,0.497082,0.492032,0.512864,0.002,536872640,1080.049,270.011,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,134217728,512,432,432,10,0.007693,0.007009,0.010709,0.001,1728,0.225,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,134217728,512,432,432,50,0.000747,0.000745,0.000772,0.000,1732,2.319,0.577,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,134217728,512,432,432,100,0.501251,0.496864,0.513664,0.002,536872640,1071.066,267.766,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,134217728,512,432,1,10,0.007357,0.006848,0.008436,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,134217728,512,432,432,100,0.504012,0.499872,0.514304,0.002,536872640,1065.199,266.299,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,134217728,512,432,1,10,0.007337,0.007040,0.007678,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,134217728,1024,131072,1,3,323.518595,323.511475,323.522217,0.005,536870916,1.659,0.415,16777216.000,134217728.000,117440512.000,0.875,false
reduction,cuda_atomic_add,d2h,fp32,4,134217728,1024,131072,1,10,0.007777,0.007472,0.009524,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,134217728,1024,131072,131072,100,1.604854,1.604288,1.613600,0.001,537395200,334.856,83.632,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,134217728,1024,131072,131072,10,0.027717,0.026779,0.032332,0.002,524288,18.916,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,134217728,1024,131072,131072,50,0.219257,0.219022,0.223565,0.001,524292,2.391,0.598,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,134217728,1024,432,432,100,0.493538,0.489184,0.500448,0.002,536872640,1087.804,271.950,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,134217728,1024,432,432,10,0.007599,0.007214,0.007814,0.000,1728,0.227,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,134217728,1024,432,432,50,0.000747,0.000746,0.000766,0.000,1732,2.319,0.577,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,134217728,1024,432,432,100,0.497946,0.493440,0.504000,0.002,536872640,1078.175,269.543,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,134217728,1024,432,1,10,0.007431,0.007110,0.007579,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,134217728,1024,432,432,100,0.500394,0.495104,0.508416,0.002,536872640,1072.900,268.224,134217728.000,134217728.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,134217728,1024,432,1,10,0.007809,0.007043,0.011088,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cpu_serial,cpu,fp32,4,268435456,0,0,0,10,451.881433,451.568270,453.890132,0.671,1073741824,2.376,0.594,16777216.000,268435456.000,0.000,0.000,true
reduction,cpu_omp,cpu,fp32,4,268435456,0,0,0,10,25.245169,25.161120,25.490502,0.106,1073741824,42.533,10.633,268435456.000,268435456.000,0.000,0.000,true
reduction,all_gpu_version,h2d,fp32,4,268435456,0,0,0,10,42.369346,42.313342,42.404187,0.021,1073741824,25.342,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,268435456,64,4194304,1,3,647.162557,647.157043,647.167175,0.004,1073741828,1.659,0.415,16777216.000,268435456.000,251658240.000,0.938,false
reduction,cuda_atomic_add,d2h,fp32,4,268435456,64,4194304,1,10,0.007830,0.007483,0.009458,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,268435456,64,4194304,4194304,100,3.375381,3.375040,3.382208,0.001,1090519040,323.080,79.527,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,268435456,64,4194304,4194304,10,0.646968,0.645445,0.657318,0.003,16777216,25.932,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,268435456,64,4194304,4194304,50,7.018636,7.012295,7.041317,0.006,16777220,2.390,0.598,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,268435456,64,432,432,100,4.941668,4.929760,4.973760,0.007,1073743552,217.284,54.321,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,268435456,64,432,432,10,0.007387,0.006966,0.007942,0.000,1728,0.234,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,268435456,64,432,432,50,0.000747,0.000745,0.000771,0.000,1732,2.318,0.577,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,268435456,64,432,432,100,4.945871,4.932096,4.959872,0.006,1073743552,217.099,54.275,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,268435456,64,432,1,10,0.007520,0.007251,0.007891,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,268435456,64,432,432,100,4.949677,4.932384,4.965824,0.007,1073743552,216.932,54.233,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,268435456,64,432,1,10,0.007292,0.006862,0.007854,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,268435456,128,2097152,1,3,647.228068,647.210876,647.242737,0.013,1073741828,1.659,0.415,16777216.000,268435456.000,251658240.000,0.938,false
reduction,cuda_atomic_add,d2h,fp32,4,268435456,128,2097152,1,10,0.007954,0.007525,0.009689,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,268435456,128,2097152,2097152,100,2.116312,2.095488,2.136672,0.006,1082130432,511.328,126.841,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,268435456,128,2097152,2097152,10,0.327234,0.325564,0.337516,0.003,8388608,25.635,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,268435456,128,2097152,2097152,50,3.510115,3.505071,3.534635,0.004,8388612,2.390,0.597,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,268435456,128,432,432,100,2.629686,2.623264,2.648608,0.003,1073743552,408.316,102.079,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,268435456,128,432,432,10,0.007906,0.007295,0.011234,0.001,1728,0.219,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,268435456,128,432,432,50,0.000747,0.000745,0.000772,0.000,1732,2.317,0.577,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,268435456,128,432,432,100,2.633783,2.627904,2.641728,0.003,1073743552,407.681,101.920,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,268435456,128,432,1,10,0.007240,0.006884,0.008037,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,268435456,128,432,432,100,2.637862,2.630880,2.654400,0.004,1073743552,407.051,101.763,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,268435456,128,432,1,10,0.007415,0.007078,0.008068,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,268435456,256,1048576,1,3,647.173604,647.170410,647.177490,0.003,1073741828,1.659,0.415,16777216.000,268435456.000,251658240.000,0.938,false
reduction,cuda_atomic_add,d2h,fp32,4,268435456,256,1048576,1,10,0.007970,0.007502,0.009754,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,268435456,256,1048576,1048576,100,2.164413,2.163552,2.179648,0.002,1077936128,498.027,124.022,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,268435456,256,1048576,1048576,10,0.168250,0.166869,0.177713,0.003,4194304,24.929,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,268435456,256,1048576,1048576,50,1.754621,1.752063,1.784457,0.005,4194308,2.390,0.598,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,268435456,256,432,432,100,1.481444,1.472960,1.494656,0.003,1073743552,724.795,181.198,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,268435456,256,432,432,10,0.007493,0.007033,0.007855,0.000,1728,0.231,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,268435456,256,432,432,50,0.000747,0.000745,0.000772,0.000,1732,2.318,0.577,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,268435456,256,432,432,100,1.485876,1.480320,1.494880,0.003,1073743552,722.633,180.658,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,268435456,256,432,1,10,0.007443,0.007215,0.008109,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,268435456,256,432,432,100,1.488561,1.481856,1.498752,0.003,1073743552,721.330,180.332,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,268435456,256,432,1,10,0.007519,0.006873,0.010217,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,268435456,512,524288,1,3,647.185608,647.165955,647.207031,0.017,1073741828,1.659,0.415,16777216.000,268435456.000,251658240.000,0.938,false
reduction,cuda_atomic_add,d2h,fp32,4,268435456,512,524288,1,10,0.008065,0.007510,0.009698,0.001,4,0.000,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,268435456,512,524288,524288,100,2.528398,2.527776,2.538752,0.001,1075838976,425.502,106.168,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,268435456,512,524288,524288,10,0.088010,0.086601,0.097322,0.003,2097152,23.829,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,268435456,512,524288,524288,50,0.876978,0.876104,0.880913,0.002,2097156,2.391,0.598,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,268435456,512,432,432,100,0.992399,0.985024,1.001760,0.003,1073743552,1081.968,270.492,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,268435456,512,432,432,10,0.007397,0.006941,0.007843,0.000,1728,0.234,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,268435456,512,432,432,50,0.000747,0.000745,0.000770,0.000,1732,2.319,0.577,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,268435456,512,432,432,100,0.996596,0.991104,1.004512,0.003,1073743552,1077.411,269.352,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,268435456,512,432,1,10,0.007309,0.006838,0.007717,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,268435456,512,432,432,100,0.999594,0.993568,1.006976,0.003,1073743552,1074.180,268.545,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,268435456,512,432,1,10,0.007544,0.006618,0.008700,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_atomic_add,cuda_kernel,fp32,4,268435456,1024,262144,1,3,647.182109,647.165833,647.191101,0.012,1073741828,1.659,0.415,16777216.000,268435456.000,251658240.000,0.938,false
reduction,cuda_atomic_add,d2h,fp32,4,268435456,1024,262144,1,10,0.007767,0.007271,0.009265,0.001,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cuda_kernel,fp32,4,268435456,1024,262144,262144,100,3.202297,3.201792,3.207104,0.001,1074790400,335.631,83.826,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_block_shared_mem,d2h,fp32,4,268435456,1024,262144,262144,10,0.048537,0.046828,0.055620,0.002,1048576,21.604,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_block_shared_mem,cpu_finalize,fp32,4,268435456,1024,262144,262144,50,0.438439,0.438020,0.442796,0.001,1048580,2.392,0.598,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cuda_kernel,fp32,4,268435456,1024,432,432,100,0.984638,0.979200,0.997120,0.003,1073743552,1090.496,272.624,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,d2h,fp32,4,268435456,1024,432,432,10,0.007865,0.007324,0.010148,0.001,1728,0.220,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_grid_stride_block_shared,cpu_finalize,fp32,4,268435456,1024,432,432,50,0.000747,0.000745,0.000773,0.000,1732,2.319,0.577,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,cuda_kernel,fp32,4,268435456,1024,432,432,100,0.989596,0.982848,0.998336,0.003,1073743552,1085.032,271.257,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_grid_stride_two_pass,d2h,fp32,4,268435456,1024,432,1,10,0.007539,0.007131,0.008198,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
reduction,cuda_multi_pass,cuda_kernel,fp32,4,268435456,1024,432,432,100,0.992276,0.986816,1.007936,0.003,1073743552,1082.102,270.525,268435456.000,268435456.000,0.000,0.000,true
reduction,cuda_multi_pass,d2h,fp32,4,268435456,1024,432,1,10,0.007384,0.007108,0.008159,0.000,4,0.001,0.000,0.000,0.000,0.000,0.000,true
